x1,y1,x2,y2
1574,704,1664,904
177,651,275,850
1721,470,1796,635
1069,634,1148,811
1171,741,1251,930
687,395,755,567
915,279,979,425
584,389,649,530
1557,539,1638,706
750,274,807,414
1039,903,1103,1067
1163,342,1226,469
1748,171,1813,304
991,192,1056,349
1100,129,1152,246
952,16,991,123
49,70,138,240
709,102,760,235
1379,39,1421,170
337,477,397,623
1761,263,1830,412
142,889,250,1059
908,17,943,130
389,506,449,656
579,291,630,407
798,53,836,172
1185,26,1230,159
387,0,429,66
248,0,288,49
1850,267,1914,392
1284,0,1320,101
1630,45,1671,149
